ROUTE_ID,ARRIVAL_TIME,DEPARTURE_TIME,STOP_ID,STOP_SEQ
10,08:36:00,08:36:00,29,15
10,08:46:00,08:46:00,28,16
10,08:56:00,08:56:00,27,17
10,09:02:00,09:02:00,26,18
10,09:12:00,09:12:00,25,19
10,09:22:00,09:22:00,24,20
10,09:28:00,09:28:00,23,21
10,09:36:00,09:36:00,22,22
10,09:44:00,09:44:00,21,23
10,09:54:00,09:54:00,20,24
10,10:04:00,10:04:00,19,25
10,10:12:00,10:12:00,18,26
10,10:18:00,10:18:00,47,27
10,10:28:00,10:28:00,17,28
10,10:36:00,10:36:00,16,29
10,10:42:00,10:42:00,15,30
10,10:50:00,10:50:00,14,31
10,11:00:00,11:00:00,13,32
10,11:06:00,11:06:00,12,33
10,11:16:00,11:16:00,11,34
10,11:26:00,11:26:00,10,35
10,11:34:00,11:34:00,9,36
10,11:40:00,11:40:00,8,37
10,11:46:00,11:46:00,48,38
10,11:52:00,11:52:00,6,39
10,12:02:00,12:02:00,5,40
10,12:08:00,12:08:00,49,41
10,12:16:00,12:16:00,3,42
10,12:26:00,12:26:00,2,43
10,12:36:00,12:36:00,1,44
10,12:46:00,12:46:00,50,45
10,12:54:00,12:54:00,44,46
10,13:08:00,13:08:00,0,0
10,13:18:00,13:18:00,43,1
10,13:26:00,13:26:00,42,2
10,13:34:00,13:34:00,45,3
10,13:42:00,13:42:00,40,4
10,13:52:00,13:52:00,39,5
10,14:00:00,14:00:00,38,6
10,14:08:00,14:08:00,37,7
10,14:16:00,14:16:00,36,8
10,14:22:00,14:22:00,35,9
10,14:32:00,14:32:00,46,10
10,14:42:00,14:42:00,33,11
10,14:52:00,14:52:00,32,12
10,15:00:00,15:00:00,31,13
10,15:08:00,15:08:00,30,14
10,15:18:00,15:18:00,29,15
10,15:26:00,15:26:00,28,16
10,15:32:00,15:32:00,27,17
10,15:38:00,15:38:00,26,18
10,15:44:00,15:44:00,25,19
10,15:50:00,15:50:00,24,20
10,16:00:00,16:00:00,23,21
10,16:08:00,16:08:00,22,22
10,16:14:00,16:14:00,21,23
10,16:20:00,16:20:00,20,24
10,16:26:00,16:26:00,19,25
10,16:36:00,16:36:00,18,26
10,16:46:00,16:46:00,47,27
10,16:54:00,16:54:00,17,28
10,17:02:00,17:02:00,16,29
10,17:12:00,17:12:00,15,30
10,17:22:00,17:22:00,14,31
10,17:28:00,17:28:00,13,32
10,17:34:00,17:34:00,12,33
10,17:42:00,17:42:00,11,34
10,17:50:00,17:50:00,10,35
10,17:58:00,17:58:00,9,36
10,18:08:00,18:08:00,8,37
10,18:16:00,18:16:00,48,38
10,18:26:00,18:26:00,6,39
10,18:36:00,18:36:00,5,40
10,18:44:00,18:44:00,49,41
10,18:52:00,18:52:00,3,42
10,19:00:00,19:00:00,2,43
10,19:10:00,19:10:00,1,44
10,19:20:00,19:20:00,50,45
10,19:30:00,19:30:00,44,46
10,19:45:00,19:45:00,0,0
10,19:51:00,19:51:00,43,1
10,19:57:00,19:57:00,42,2
10,20:07:00,20:07:00,45,3
10,20:17:00,20:17:00,40,4
10,20:27:00,20:27:00,39,5
10,20:37:00,20:37:00,38,6
10,20:45:00,20:45:00,37,7
10,20:55:00,20:55:00,36,8
10,21:03:00,21:03:00,35,9
10,21:13:00,21:13:00,46,10
10,21:23:00,21:23:00,33,11
10,21:33:00,21:33:00,32,12
10,21:43:00,21:43:00,31,13
10,21:53:00,21:53:00,30,14
10,21:59:00,21:59:00,29,15
10,22:05:00,22:05:00,28,16
10,22:15:00,22:15:00,27,17
10,22:25:00,22:25:00,26,18
10,22:31:00,22:31:00,25,19
10,22:37:00,22:37:00,24,20
10,22:43:00,22:43:00,23,21
10,22:53:00,22:53:00,22,22
10,22:59:00,22:59:00,21,23
10,23:05:00,23:05:00,20,24
10,23:11:00,23:11:00,19,25
10,23:17:00,23:17:00,18,26
10,23:27:00,23:27:00,47,27
10,23:33:00,23:33:00,17,28
10,23:39:00,23:39:00,16,29
10,23:47:00,23:47:00,15,30
10,23:55:00,23:55:00,14,31
10,00:05:00,00:05:00,13,32
10,00:15:00,00:15:00,12,33
10,00:21:00,00:21:00,11,34
10,00:29:00,00:29:00,10,35
10,00:37:00,00:37:00,9,36
10,00:43:00,00:43:00,8,37
10,00:49:00,00:49:00,48,38
10,00:55:00,00:55:00,6,39
10,01:01:00,01:01:00,5,40
10,01:09:00,01:09:00,49,41
10,01:17:00,01:17:00,3,42
10,01:23:00,01:23:00,2,43
10,01:29:00,01:29:00,1,44
10,01:37:00,01:37:00,50,45
10,01:45:00,01:45:00,44,46
10,01:58:00,01:58:00,0,0
10,02:04:00,02:04:00,43,1
10,02:12:00,02:12:00,42,2
10,02:22:00,02:22:00,45,3
10,02:30:00,02:30:00,40,4
10,02:40:00,02:40:00,39,5
10,02:48:00,02:48:00,38,6
10,02:54:00,02:54:00,37,7
10,03:04:00,03:04:00,36,8
10,03:12:00,03:12:00,35,9
10,03:22:00,03:22:00,46,10
10,03:28:00,03:28:00,33,11
10,03:38:00,03:38:00,32,12
10,03:44:00,03:44:00,31,13
10,03:52:00,03:52:00,30,14
10,03:58:00,03:58:00,29,15
10,04:04:00,04:04:00,28,16
10,04:14:00,04:14:00,27,17
10,04:20:00,04:20:00,26,18
10,04:26:00,04:26:00,25,19
10,04:34:00,04:34:00,24,20
10,04:44:00,04:44:00,23,21
10,04:52:00,04:52:00,22,22
10,05:02:00,05:02:00,21,23
10,05:10:00,05:10:00,20,24
10,05:16:00,05:16:00,19,25
10,05:26:00,05:26:00,18,26
10,05:36:00,05:36:00,47,27
10,05:46:00,05:46:00,17,28
10,05:56:00,05:56:00,16,29
10,06:04:00,06:04:00,15,30
10,06:10:00,06:10:00,14,31
10,06:18:00,06:18:00,13,32
10,06:24:00,06:24:00,12,33
10,06:34:00,06:34:00,11,34
10,06:42:00,06:42:00,10,35
10,06:50:00,06:50:00,9,36
10,07:00:00,07:00:00,8,37
10,07:10:00,07:10:00,48,38
10,07:20:00,07:20:00,6,39
10,07:30:00,07:30:00,5,40
10,07:38:00,07:38:00,49,41
10,07:46:00,07:46:00,3,42
10,07:56:00,07:56:00,2,43
10,08:04:00,08:04:00,1,44
10,08:10:00,08:10:00,50,45
10,08:18:00,08:18:00,44,46
10,08:33:00,08:33:00,0,0
10,08:41:00,08:41:00,43,1
10,08:47:00,08:47:00,42,2
10,08:53:00,08:53:00,45,3
10,08:59:00,08:59:00,40,4
10,09:05:00,09:05:00,39,5
10,09:11:00,09:11:00,38,6
10,09:17:00,09:17:00,37,7
10,09:23:00,09:23:00,36,8
10,09:29:00,09:29:00,35,9
10,09:35:00,09:35:00,46,10
10,09:41:00,09:41:00,33,11
10,09:51:00,09:51:00,32,12
10,09:59:00,09:59:00,31,13
10,10:05:00,10:05:00,30,14
10,10:15:00,10:15:00,29,15
10,10:23:00,10:23:00,28,16
10,10:29:00,10:29:00,27,17
10,10:35:00,10:35:00,26,18
10,10:41:00,10:41:00,25,19
10,10:51:00,10:51:00,24,20
10,10:57:00,10:57:00,23,21
10,11:07:00,11:07:00,22,22
10,11:15:00,11:15:00,21,23
10,11:23:00,11:23:00,20,24
10,11:33:00,11:33:00,19,25
10,11:39:00,11:39:00,18,26
10,11:45:00,11:45:00,47,27
10,11:51:00,11:51:00,17,28
10,11:57:00,11:57:00,16,29
10,12:05:00,12:05:00,15,30
10,12:15:00,12:15:00,14,31
10,12:23:00,12:23:00,13,32
10,12:29:00,12:29:00,12,33
10,12:39:00,12:39:00,11,34
10,12:45:00,12:45:00,10,35
10,12:53:00,12:53:00,9,36
10,12:59:00,12:59:00,8,37
10,13:09:00,13:09:00,48,38
10,13:19:00,13:19:00,6,39
10,13:27:00,13:27:00,5,40
10,13:33:00,13:33:00,49,41
10,13:43:00,13:43:00,3,42
10,13:53:00,13:53:00,2,43
10,14:03:00,14:03:00,1,44
10,14:13:00,14:13:00,50,45
10,14:19:00,14:19:00,44,46
10,14:34:00,14:34:00,0,0
10,14:44:00,14:44:00,43,1
10,14:50:00,14:50:00,42,2
10,14:56:00,14:56:00,45,3
10,15:02:00,15:02:00,40,4
10,15:12:00,15:12:00,39,5
10,15:18:00,15:18:00,38,6
10,15:24:00,15:24:00,37,7
10,15:32:00,15:32:00,36,8
10,15:42:00,15:42:00,35,9
10,15:50:00,15:50:00,46,10
10,15:56:00,15:56:00,33,11
10,16:02:00,16:02:00,32,12
10,16:12:00,16:12:00,31,13
10,16:18:00,16:18:00,30,14
10,16:26:00,16:26:00,29,15
10,16:36:00,16:36:00,28,16
10,16:42:00,16:42:00,27,17
10,16:52:00,16:52:00,26,18
10,16:58:00,16:58:00,25,19
10,17:04:00,17:04:00,24,20
10,17:10:00,17:10:00,23,21
10,17:16:00,17:16:00,22,22
10,17:24:00,17:24:00,21,23
10,17:34:00,17:34:00,20,24
10,17:42:00,17:42:00,19,25
10,17:52:00,17:52:00,18,26
10,17:58:00,17:58:00,47,27
10,18:04:00,18:04:00,17,28
10,18:14:00,18:14:00,16,29
10,18:22:00,18:22:00,15,30
10,18:30:00,18:30:00,14,31
10,18:38:00,18:38:00,13,32
10,18:48:00,18:48:00,12,33
10,18:58:00,18:58:00,11,34
10,19:04:00,19:04:00,10,35
10,19:12:00,19:12:00,9,36
10,19:20:00,19:20:00,8,37
10,19:30:00,19:30:00,48,38
10,19:40:00,19:40:00,6,39
10,19:50:00,19:50:00,5,40
10,19:58:00,19:58:00,49,41
10,20:06:00,20:06:00,3,42
10,20:16:00,20:16:00,2,43
10,20:22:00,20:22:00,1,44
10,20:28:00,20:28:00,50,45
10,20:34:00,20:34:00,44,46
10,20:47:00,20:47:00,0,0
10,20:55:00,20:55:00,43,1
10,21:05:00,21:05:00,42,2
10,21:15:00,21:15:00,45,3
10,21:25:00,21:25:00,40,4
10,21:33:00,21:33:00,39,5
10,21:41:00,21:41:00,38,6
10,21:49:00,21:49:00,37,7
10,21:59:00,21:59:00,36,8
10,22:07:00,22:07:00,35,9
10,22:15:00,22:15:00,46,10
10,22:25:00,22:25:00,33,11
10,22:35:00,22:35:00,32,12
10,22:45:00,22:45:00,31,13
10,22:51:00,22:51:00,30,14
10,23:01:00,23:01:00,29,15
10,23:07:00,23:07:00,28,16
10,23:15:00,23:15:00,27,17
10,23:21:00,23:21:00,26,18
10,23:27:00,23:27:00,25,19
10,23:35:00,23:35:00,24,20
10,23:43:00,23:43:00,23,21
10,23:49:00,23:49:00,22,22
10,23:59:00,23:59:00,21,23
10,00:05:00,00:05:00,20,24
10,00:11:00,00:11:00,19,25
10,00:21:00,00:21:00,18,26
10,00:31:00,00:31:00,47,27
10,00:41:00,00:41:00,17,28
10,00:51:00,00:51:00,16,29
10,01:01:00,01:01:00,15,30
10,01:11:00,01:11:00,14,31
10,01:19:00,01:19:00,13,32
10,01:27:00,01:27:00,12,33
10,01:33:00,01:33:00,11,34
10,01:41:00,01:41:00,10,35
10,01:47:00,01:47:00,9,36
10,01:57:00,01:57:00,8,37
10,02:05:00,02:05:00,48,38
10,02:15:00,02:15:00,6,39
10,02:23:00,02:23:00,5,40
10,02:31:00,02:31:00,49,41
10,02:37:00,02:37:00,3,42
10,02:45:00,02:45:00,2,43
10,02:55:00,02:55:00,1,44
10,03:05:00,03:05:00,50,45
10,03:11:00,03:11:00,44,46
10,03:24:00,03:24:00,0,0
10,03:34:00,03:34:00,43,1
10,03:44:00,03:44:00,42,2
10,03:50:00,03:50:00,45,3
10,03:58:00,03:58:00,40,4
10,04:04:00,04:04:00,39,5
10,04:14:00,04:14:00,38,6
10,04:24:00,04:24:00,37,7
10,04:34:00,04:34:00,36,8
10,04:42:00,04:42:00,35,9
10,04:52:00,04:52:00,46,10
10,05:02:00,05:02:00,33,11
10,05:10:00,05:10:00,32,12
10,05:16:00,05:16:00,31,13
10,05:26:00,05:26:00,30,14
10,05:34:00,05:34:00,29,15
10,05:44:00,05:44:00,28,16
10,05:50:00,05:50:00,27,17
10,05:56:00,05:56:00,26,18
10,06:06:00,06:06:00,25,19
10,06:12:00,06:12:00,24,20
10,06:20:00,06:20:00,23,21
10,06:30:00,06:30:00,22,22
10,06:40:00,06:40:00,21,23
10,06:48:00,06:48:00,20,24
10,06:56:00,06:56:00,19,25
10,07:02:00,07:02:00,18,26
10,07:08:00,07:08:00,47,27
10,07:14:00,07:14:00,17,28
10,07:20:00,07:20:00,16,29
10,07:28:00,07:28:00,15,30
10,07:34:00,07:34:00,14,31
10,07:44:00,07:44:00,13,32
10,07:50:00,07:50:00,12,33
10,08:00:00,08:00:00,11,34
10,08:08:00,08:08:00,10,35
10,08:14:00,08:14:00,9,36
10,08:24:00,08:24:00,8,37
10,08:32:00,08:32:00,48,38
10,08:40:00,08:40:00,6,39
10,08:48:00,08:48:00,5,40
10,08:56:00,08:56:00,49,41
10,09:02:00,09:02:00,3,42
10,09:12:00,09:12:00,2,43
10,09:22:00,09:22:00,1,44
10,09:28:00,09:28:00,50,45
10,09:34:00,09:34:00,44,46
10,09:47:00,09:47:00,0,0
10,09:55:00,09:55:00,43,1
10,10:03:00,10:03:00,42,2
10,10:09:00,10:09:00,45,3
10,10:19:00,10:19:00,40,4
10,10:27:00,10:27:00,39,5
10,10:33:00,10:33:00,38,6
10,10:41:00,10:41:00,37,7
10,10:49:00,10:49:00,36,8
10,10:55:00,10:55:00,35,9
10,11:01:00,11:01:00,46,10
10,11:09:00,11:09:00,33,11
10,11:19:00,11:19:00,32,12
10,11:29:00,11:29:00,31,13
10,11:37:00,11:37:00,30,14
10,11:43:00,11:43:00,29,15
10,11:49:00,11:49:00,28,16
10,11:55:00,11:55:00,27,17
10,12:01:00,12:01:00,26,18
10,12:07:00,12:07:00,25,19
10,12:13:00,12:13:00,24,20
10,12:23:00,12:23:00,23,21
10,12:33:00,12:33:00,22,22
10,12:41:00,12:41:00,21,23
10,12:51:00,12:51:00,20,24
10,12:57:00,12:57:00,19,25
10,13:03:00,13:03:00,18,26
10,13:11:00,13:11:00,47,27
10,13:21:00,13:21:00,17,28
10,13:31:00,13:31:00,16,29
10,13:41:00,13:41:00,15,30
10,13:47:00,13:47:00,14,31
10,13:55:00,13:55:00,13,32
10,14:03:00,14:03:00,12,33
10,14:13:00,14:13:00,11,34
10,14:19:00,14:19:00,10,35
10,14:29:00,14:29:00,9,36
10,14:35:00,14:35:00,8,37
10,14:41:00,14:41:00,48,38
10,14:47:00,14:47:00,6,39
10,14:53:00,14:53:00,5,40
10,14:59:00,14:59:00,49,41
10,15:05:00,15:05:00,3,42
10,15:13:00,15:13:00,2,43
10,15:19:00,15:19:00,1,44
10,15:29:00,15:29:00,50,45
10,15:37:00,15:37:00,44,46
10,15:51:00,15:51:00,0,0
10,15:59:00,15:59:00,43,1
10,16:09:00,16:09:00,42,2
10,16:15:00,16:15:00,45,3
10,16:23:00,16:23:00,40,4
10,16:29:00,16:29:00,39,5
10,16:37:00,16:37:00,38,6
10,16:43:00,16:43:00,37,7
10,16:53:00,16:53:00,36,8
10,17:03:00,17:03:00,35,9
10,17:11:00,17:11:00,46,10
10,17:19:00,17:19:00,33,11
10,17:29:00,17:29:00,32,12
10,17:39:00,17:39:00,31,13
10,17:47:00,17:47:00,30,14
10,17:55:00,17:55:00,29,15
10,18:01:00,18:01:00,28,16
10,18:09:00,18:09:00,27,17
10,18:19:00,18:19:00,26,18
10,18:29:00,18:29:00,25,19
10,18:39:00,18:39:00,24,20
10,18:49:00,18:49:00,23,21
10,18:57:00,18:57:00,22,22
10,19:07:00,19:07:00,21,23
10,19:15:00,19:15:00,20,24
10,19:21:00,19:21:00,19,25
